Aktywny (0/1); Nazwa; Kategoria nadrzędna; Kategoria główna; Przypisany URL; URL zdjęcia
1;Rzutniki;Sprzęt do prezentacji; 0;rzutniki;
1;Wskaźniki i piloty do prezentacji;Sprzęt do prezentacji; 0;wskazniki_i_piloty_do_prezentacji;
1;Tablice;Tablice i flipcharty; 0;tablice; C:/xampp/htdocs/crawler/img/tablice.jpg
1;Tablice korkowe;Tablice; 0;tablice_korkowe;
1;Tablice magnetyczne i suchościeralne;Tablice; 0;tablice_magnetyczne_i_suchoscieralne;
1;Pozostałe;Tablice i flipcharty; 0;pozostale; C:/xampp/htdocs/crawler/img/pozostale.jpg
1;Identyfikatory i holdery;Pozostałe; 0;identyfikatory_i_holdery;
1;Półki, panele i stojaki reklamowe;Pozostałe; 0;polki_panele_i_stojaki_reklamowe;
1;Artykuły higienicznie;Chemia gospodarcza; 0;artykuly_higienicznie; C:/xampp/htdocs/crawler/img/artykuly_higienicznie.jpg
1;Chusteczki kosmetyczne;Artykuły higienicznie; 0;chusteczki_kosmetyczne;
1;Mydła;Artykuły higienicznie; 0;mydla;
1;Papiery toaletowe;Artykuły higienicznie; 0;papiery_toaletowe;
1;Pasty BHP;Artykuły higienicznie; 0;pasty_bhp;
1;Ręczniki papierowe;Artykuły higienicznie; 0;reczniki_papierowe;
1;Artykuły jednorazowe;Chemia gospodarcza; 0;artykuly_jednorazowe; C:/xampp/htdocs/crawler/img/artykuly_jednorazowe.jpg
1;Folie spożywcze i aluminiowe;Artykuły jednorazowe; 0;folie_spozywcze_i_aluminiowe;
1;Naczynia jednorazowe;Artykuły jednorazowe; 0;naczynia_jednorazowe;
1;Woreczki foliowe;Artykuły jednorazowe; 0;woreczki_foliowe;
1;Do kuchni;Chemia gospodarcza; 0;do_kuchni; C:/xampp/htdocs/crawler/img/do_kuchni.jpg
1;Artykuły do zmywarek;Do kuchni; 0;artykuly_do_zmywarek;
1;Płyny do mycia naczyń;Do kuchni; 0;plyny_do_mycia_naczyn;
1;Ściereczki i zmywaki;Do kuchni; 0;sciereczki_i_zmywaki;
1;Środki czystości;Do kuchni; 0;srodki_czystosci;
1;Do łazienki;Chemia gospodarcza; 0;do_lazienki; C:/xampp/htdocs/crawler/img/do_lazienki.jpg
1;Kostki do WC;Do łazienki; 0;kostki_do_wc;
1;Płyny do WC;Do łazienki; 0;plyny_do_wc;
1;Środki czystości;Do łazienki; 0;srodki_czystosci;
1;Sprzątanie;Chemia gospodarcza; 0;sprzatanie; C:/xampp/htdocs/crawler/img/sprzatanie.jpg
1;Kije do mopa/szczotki;Sprzątanie; 0;kije_do_mopa/szczotki;
1;Mopy;Sprzątanie; 0;mopy;
1;Odświeżacze;Sprzątanie; 0;odswiezacze;
1;Płyny do mycia podłóg;Sprzątanie; 0;plyny_do_mycia_podlog;
1;Płyny do mycia szyb;Sprzątanie; 0;plyny_do_mycia_szyb;
1;Rękawice;Sprzątanie; 0;rekawice;
1;Szczotki;Sprzątanie; 0;szczotki;
1;Środki do mebli;Sprzątanie; 0;srodki_do_mebli;
1;Worki na śmieci;Sprzątanie; 0;worki_na_smieci;
1;Bębny i głowice;Tusze i tonery; 0;bebny_i_glowice; C:/xampp/htdocs/crawler/img/bebny_i_glowice.jpg
1;Bębny do drukarek;Bębny i głowice; 0;bebny_do_drukarek;
1;Głowice do drukarek;Bębny i głowice; 0;glowice_do_drukarek;
1;Taśmy do drukarek igłowych;Tusze i tonery; 0;tasmy_do_drukarek_iglowych; C:/xampp/htdocs/crawler/img/tasmy_do_drukarek_iglowych.jpg
1;Taśmy oryginalne;Taśmy do drukarek igłowych; 0;tasmy_oryginalne;
1;Taśmy zamienniki;Taśmy do drukarek igłowych; 0;tasmy_zamienniki;
1;Tonery;Tusze i tonery; 0;tonery; C:/xampp/htdocs/crawler/img/tonery.jpg
1;Tonery oryginalne;Tonery; 0;tonery_oryginalne;
1;Tonery zamienniki;Tonery; 0;tonery_zamienniki;
1;Tusze;Tusze i tonery; 0;tusze; C:/xampp/htdocs/crawler/img/tusze.jpg
1;Tusze oryginalne;Tusze; 0;tusze_oryginalne;
1;Tusze zamienniki;Tusze; 0;tusze_zamienniki;
1;Folie do faksu;Tusze i tonery; 0;folie_do_faksu; C:/xampp/htdocs/crawler/img/folie_do_faksu.jpg
1;Folie do faksów oryginalne;Folie do faksu; 0;folie_do_faksow_oryginalne;
1;Folie do faksów zamienniki;Folie do faksu; 0;folie_do_faksow_zamienniki;
1;Bindownice;Urządzenia biurowe; 0;bindownice; C:/xampp/htdocs/crawler/img/bindownice.jpg
1;Grzbiety do bindowania;Bindownice; 0;grzbiety_do_bindowania;
1;Bindownice drutowe;Bindownice; 0;bindownice_drutowe;
1;Bindownice grzbietowe;Bindownice; 0;bindownice_grzbietowe;
1;Bindownice termiczne;Bindownice; 0;bindownice_termiczne;
1;Okładki do bindowania;Bindownice; 0;okladki_do_bindowania;
1;Drukarki etykiet;Urządzenia biurowe; 0;drukarki_etykiet; C:/xampp/htdocs/crawler/img/drukarki_etykiet.jpg
1;Drukarki etykiet;Drukarki etykiet; 0;drukarki_etykiet;
1;Tasiemki do drukarek etykiet;Drukarki etykiet; 0;tasiemki_do_drukarek_etykiet;
1;Gilotyny i trymery;Urządzenia biurowe; 0;gilotyny_i_trymery; C:/xampp/htdocs/crawler/img/gilotyny_i_trymery.jpg
1;Gilotyny;Gilotyny i trymery; 0;gilotyny;
1;Trymery;Gilotyny i trymery; 0;trymery;
1;Kalkulatory;Urządzenia biurowe; 0;kalkulatory; C:/xampp/htdocs/crawler/img/kalkulatory.jpg
1;Kalkulatory biurowe;Kalkulatory; 0;kalkulatory_biurowe;
1;Kalkulatory drukujące;Kalkulatory; 0;kalkulatory_drukujace;
1;Kalkulatory kieszonkowe;Kalkulatory; 0;kalkulatory_kieszonkowe;
1;Kalkulatory naukowe;Kalkulatory; 0;kalkulatory_naukowe;
1;Laminatory;Urządzenia biurowe; 0;laminatory; C:/xampp/htdocs/crawler/img/laminatory.jpg
1;Akcesoria do laminatorów;Laminatory; 0;akcesoria_do_laminatorow;
1;Folie do laminacji;Laminatory; 0;folie_do_laminacji;
1;Laminatory;Laminatory; 0;laminatory;
1;Niszczarki i akcesoria;Urządzenia biurowe; 0;niszczarki_i_akcesoria; C:/xampp/htdocs/crawler/img/niszczarki_i_akcesoria.jpg
1;Niszczarki biurowe;Niszczarki i akcesoria; 0;niszczarki_biurowe;
1;Akcesoria do niszczarek;Niszczarki i akcesoria; 0;akcesoria_do_niszczarek;
1;Zasilanie;Urządzenia biurowe; 0;zasilanie; C:/xampp/htdocs/crawler/img/zasilanie.jpg
1;Akumulatorki;Zasilanie; 0;akumulatorki;
1;Baterie;Zasilanie; 0;baterie;
1;Listwy zasilające;Zasilanie; 0;listwy_zasilajace;
1;Pozostałe;Urządzenia biurowe; 0;pozostale; C:/xampp/htdocs/crawler/img/pozostale.jpg
1;Czajniki;Pozostałe; 0;czajniki;
1;Metkownice;Pozostałe; 0;metkownice;
1;Oczyszczacze powietrza;Pozostałe; 0;oczyszczacze_powietrza;
1;Wagi;Pozostałe; 0;wagi;
1;Zegary;Pozostałe; 0;zegary;
1;Żarówki;Pozostałe; 0;zarowki;
1;Gry;Dla dzieci; 0;gry; C:/xampp/htdocs/crawler/img/gry.jpg
1;Karty do gry;Dla dzieci; 0;karty_do_gry; C:/xampp/htdocs/crawler/img/karty_do_gry.jpg
1;Puzzle;Dla dzieci; 0;puzzle; C:/xampp/htdocs/crawler/img/puzzle.jpg
1;Książeczki, malowanki;Dla dzieci; 0;ksiazeczki_malowanki; C:/xampp/htdocs/crawler/img/ksiazeczki_malowanki.jpg
1;Globusy;Dla dzieci; 0;globusy; C:/xampp/htdocs/crawler/img/globusy.jpg
1;Plecaki i tornistry;Dla dzieci; 0;plecaki_i_tornistry; C:/xampp/htdocs/crawler/img/plecaki_i_tornistry.jpg
1;Zapobiegaj bólom pleców i nóg;Ergonomia w biurze; 0;zapobiegaj_bolom_plecow_i_nog; C:/xampp/htdocs/crawler/img/zapobiegaj_bolom_plecow_i_nog.jpg
1;Zapobiegaj bólom nadgarstków;Ergonomia w biurze; 0;zapobiegaj_bolom_nadgarstkow; C:/xampp/htdocs/crawler/img/zapobiegaj_bolom_nadgarstkow.jpg
1;Zapobiegaj bólom karku i szyi;Ergonomia w biurze; 0;zapobiegaj_bolom_karku_i_szyi; C:/xampp/htdocs/crawler/img/zapobiegaj_bolom_karku_i_szyi.jpg
1;Organizacja miejsca pracy;Ergonomia w biurze; 0;organizacja_miejsca_pracy; C:/xampp/htdocs/crawler/img/organizacja_miejsca_pracy.jpg
